species,order,iucn,migratory,weight
Pternistis griseostriatus,Galliformes,LC,False,0.5
Pternistis jacksoni,Galliformes,LC,False,0.5
Pternistis adspersus,Galliformes,LC,False,0.5
Pternistis capensis,Galliformes,LC,False,0.5
Pternistis natalensis,Galliformes,LC,False,0.5
Pternistis hildebrandti,Galliformes,LC,False,0.5
Pternistis bicalcaratus,Galliformes,LC,False,0.5
Pternistis squamatus,Galliformes,LC,False,0.5
Pternistis icterorhynchus,Galliformes,LC,False,0.5
Pternistis clappertoni,Galliformes,LC,False,0.5
Pternistis harwoodi,Galliformes,NT,False,1.0
Pternistis swainsonii,Galliformes,LC,False,0.5
Pternistis leucoscepus,Galliformes,LC,False,0.5
Pternistis rufopictus,Galliformes,LC,False,0.5
Pternistis afer,Galliformes,LC,False,0.5
Eurostopodus argus,Caprimulgiformes,LC,True,2.0
Eurostopodus mystacalis,Caprimulgiformes,LC,True,2.0
Eurostopodus nigripennis,Caprimulgiformes,VU,False,1.5
Eurostopodus exul,Caprimulgiformes,CR (PE),False,0.25
Eurostopodus diabolicus,Caprimulgiformes,LC,False,0.5
Eurostopodus papuensis,Caprimulgiformes,LC,False,0.5
Eurostopodus archboldi,Caprimulgiformes,LC,False,0.5
Lyncornis temminckii,Caprimulgiformes,LC,False,0.5
Lyncornis macrotis,Caprimulgiformes,LC,False,0.5
Gactornis enarratus,Caprimulgiformes,LC,False,0.5
Chordeiles nacunda,Caprimulgiformes,LC,False,0.5
Chordeiles pusillus,Caprimulgiformes,LC,False,0.5
Chordeiles rupestris,Caprimulgiformes,LC,False,0.5
Chordeiles acutipennis,Caprimulgiformes,LC,True,2.0
Chordeiles minor,Caprimulgiformes,LC,True,2.0
Chordeiles gundlachii,Caprimulgiformes,LC,True,2.0
Lurocalis semitorquatus,Caprimulgiformes,LC,True,2.0
Lurocalis rufiventris,Caprimulgiformes,LC,False,0.5
Nyctiprogne leucopyga,Caprimulgiformes,LC,False,0.5
Nyctiprogne vielliardi,Caprimulgiformes,LC,False,0.5
Nyctipolus nigrescens,Caprimulgiformes,LC,False,0.5
Nyctipolus hirundinaceus,Caprimulgiformes,LC,False,0.5
Nyctidromus albicollis,Caprimulgiformes,LC,False,0.5
Nyctidromus anthonyi,Caprimulgiformes,LC,False,0.5
Setopagis heterura,Caprimulgiformes,LC,False,0.5
Setopagis parvula,Caprimulgiformes,LC,True,2.0
Setopagis whitelyi,Caprimulgiformes,LC,False,0.5
Setopagis maculosa,Caprimulgiformes,DD,False,0.25
Eleothreptus anomalus,Caprimulgiformes,VU,True,6.0
Eleothreptus candicans,Caprimulgiformes,VU,False,1.5
Systellura longirostris,Caprimulgiformes,LC,True,2.0
Systellura roraimae,Caprimulgiformes,LC,False,0.5
Systellura decussata,Caprimulgiformes,LC,False,0.5
Uropsalis segmentata,Caprimulgiformes,LC,False,0.5
Uropsalis lyra,Caprimulgiformes,LC,False,0.5
Hydropsalis cayennensis,Caprimulgiformes,LC,False,0.5
Hydropsalis maculicaudus,Caprimulgiformes,LC,False,0.5
Hydropsalis climacocerca,Caprimulgiformes,LC,False,0.5
Hydropsalis torquata,Caprimulgiformes,LC,True,2.0
Macropsalis forcipata,Caprimulgiformes,LC,False,0.5
Siphonorhis brewsteri,Caprimulgiformes,NT,False,1.0
Siphonorhis americana,Caprimulgiformes,CR (PE),False,0.25
Nyctiphrynus rosenbergi,Caprimulgiformes,LC,False,0.5
Nyctiphrynus mcleodii,Caprimulgiformes,LC,False,0.5
Nyctiphrynus yucatanicus,Caprimulgiformes,LC,False,0.5
Nyctiphrynus ocellatus,Caprimulgiformes,LC,False,0.5
Phalaenoptilus nuttallii,Caprimulgiformes,LC,True,2.0
Antrostomus carolinensis,Caprimulgiformes,NT,True,4.0
Antrostomus rufus,Caprimulgiformes,LC,True,2.0
Antrostomus cubanensis,Caprimulgiformes,LC,False,0.5
Antrostomus ekmani,Caprimulgiformes,LC,False,0.5
Antrostomus salvini,Caprimulgiformes,LC,False,0.5
Antrostomus badius,Caprimulgiformes,LC,False,0.5
Antrostomus sericocaudatus,Caprimulgiformes,LC,False,0.5
Antrostomus ridgwayi,Caprimulgiformes,LC,False,0.5
Antrostomus vociferus,Caprimulgiformes,NT,True,4.0
Antrostomus arizonae,Caprimulgiformes,LC,False,0.5
Antrostomus noctitherus,Caprimulgiformes,VU,False,1.5
Antrostomus saturatus,Caprimulgiformes,LC,False,0.5
Veles binotatus,Caprimulgiformes,LC,False,0.5
Caprimulgus ruficollis,Caprimulgiformes,NT,True,4.0
Caprimulgus indicus,Caprimulgiformes,LC,False,0.5
Caprimulgus jotaka,Caprimulgiformes,LC,True,2.0
Caprimulgus phalaena,Caprimulgiformes,LC,False,0.5
Caprimulgus europaeus,Caprimulgiformes,LC,True,2.0
Caprimulgus fraenatus,Caprimulgiformes,LC,False,0.5
Caprimulgus rufigena,Caprimulgiformes,LC,True,2.0
Caprimulgus aegyptius,Caprimulgiformes,LC,True,2.0
Caprimulgus mahrattensis,Caprimulgiformes,LC,False,0.5
Caprimulgus nubicus,Caprimulgiformes,LC,False,0.5
Caprimulgus eximius,Caprimulgiformes,LC,False,0.5
Caprimulgus atripennis,Caprimulgiformes,LC,False,0.5
Caprimulgus macrurus,Caprimulgiformes,LC,False,0.5
Caprimulgus meesi,Caprimulgiformes,LC,False,0.5
Caprimulgus ritae,Caprimulgiformes,,False,0.25
Caprimulgus andamanicus,Caprimulgiformes,LC,False,0.5
Caprimulgus manillensis,Caprimulgiformes,LC,False,0.5
Caprimulgus celebensis,Caprimulgiformes,LC,False,0.5
Caprimulgus donaldsoni,Caprimulgiformes,LC,False,0.5
Caprimulgus pectoralis,Caprimulgiformes,LC,False,0.5
Caprimulgus poliocephalus,Caprimulgiformes,LC,False,0.5
Caprimulgus asiaticus,Caprimulgiformes,LC,False,0.5
Caprimulgus madagascariensis,Caprimulgiformes,LC,False,0.5
Caprimulgus natalensis,Caprimulgiformes,LC,False,0.5
Caprimulgus solala,Caprimulgiformes,VU,False,1.5
Caprimulgus inornatus,Caprimulgiformes,LC,True,2.0
Caprimulgus stellatus,Caprimulgiformes,LC,False,0.5
Caprimulgus affinis,Caprimulgiformes,LC,False,0.5
Caprimulgus griseatus,Caprimulgiformes,,False,0.25
Caprimulgus tristigma,Caprimulgiformes,LC,False,0.5
Caprimulgus concretus,Caprimulgiformes,VU,False,1.5
Caprimulgus pulchellus,Caprimulgiformes,LC,False,0.5
Caprimulgus prigoginei,Caprimulgiformes,DD,False,0.25
Caprimulgus batesi,Caprimulgiformes,LC,False,0.5
Caprimulgus climacurus,Caprimulgiformes,LC,True,2.0
Caprimulgus clarus,Caprimulgiformes,LC,False,0.5
Caprimulgus fossii,Caprimulgiformes,LC,False,0.5
Caprimulgus longipennis,Caprimulgiformes,LC,True,2.0
Caprimulgus vexillarius,Caprimulgiformes,LC,True,2.0
Steatornis caripensis,Caprimulgiformes,LC,False,0.5
Phyllaemulor bracteatus,Caprimulgiformes,LC,False,0.5
Nyctibius grandis,Caprimulgiformes,LC,False,0.5
Nyctibius aethereus,Caprimulgiformes,LC,False,0.5
Nyctibius jamaicensis,Caprimulgiformes,LC,False,0.5
Nyctibius griseus,Caprimulgiformes,LC,False,0.5
Nyctibius maculosus,Caprimulgiformes,LC,False,0.5
Nyctibius leucopterus,Caprimulgiformes,LC,False,0.5
Podargus ocellatus,Caprimulgiformes,LC,False,0.5
Podargus papuensis,Caprimulgiformes,LC,False,0.5
Podargus strigoides,Caprimulgiformes,LC,False,0.5
Rigidipenna inexpectata,Caprimulgiformes,NT,False,1.0
Batrachostomus auritus,Caprimulgiformes,VU,False,1.5
Batrachostomus harterti,Caprimulgiformes,LC,False,0.5
Batrachostomus septimus,Caprimulgiformes,LC,False,0.5
Batrachostomus stellatus,Caprimulgiformes,NT,False,1.0
Batrachostomus moniliger,Caprimulgiformes,LC,False,0.5
Batrachostomus hodgsoni,Caprimulgiformes,LC,False,0.5
Batrachostomus poliolophus,Caprimulgiformes,LC,False,0.5
Batrachostomus mixtus,Caprimulgiformes,LC,False,0.5
Batrachostomus javensis,Caprimulgiformes,LC,False,0.5
Batrachostomus affinis,Caprimulgiformes,,False,0.25
Batrachostomus chaseni,Caprimulgiformes,,False,0.25
Batrachostomus cornutus,Caprimulgiformes,LC,False,0.5
Aegotheles insignis,Caprimulgiformes,LC,False,0.5
Aegotheles tatei,Caprimulgiformes,LC,False,0.5
Aegotheles crinifrons,Caprimulgiformes,LC,False,0.5
Aegotheles wallacii,Caprimulgiformes,LC,False,0.5
Aegotheles archboldi,Caprimulgiformes,LC,False,0.5
Aegotheles albertisi,Caprimulgiformes,LC,False,0.5
Aegotheles savesi,Caprimulgiformes,CR,False,2.5
Aegotheles bennettii,Caprimulgiformes,LC,False,0.5
Aegotheles affinis,Caprimulgiformes,NT,False,1.0
Aegotheles terborghi,Caprimulgiformes,,False,0.25
Aegotheles cristatus,Caprimulgiformes,LC,False,0.5
Hemiprocne coronata,Caprimulgiformes,LC,False,0.5
Hemiprocne longipennis,Caprimulgiformes,LC,False,0.5
Hemiprocne comata,Caprimulgiformes,LC,False,0.5
Hemiprocne mystacea,Caprimulgiformes,LC,False,0.5
Cypseloides cherriei,Caprimulgiformes,LC,False,0.5
Cypseloides cryptus,Caprimulgiformes,LC,False,0.5
Cypseloides storeri,Caprimulgiformes,DD,False,0.25
Cypseloides fumigatus,Caprimulgiformes,LC,False,0.5
Cypseloides rothschildi,Caprimulgiformes,LC,False,0.5
Cypseloides niger,Caprimulgiformes,VU,True,6.0
Cypseloides lemosi,Caprimulgiformes,LC,False,0.5
Cypseloides senex,Caprimulgiformes,LC,False,0.5
Streptoprocne phelpsi,Caprimulgiformes,LC,False,0.5
Streptoprocne rutila,Caprimulgiformes,LC,False,0.5
Streptoprocne zonaris,Caprimulgiformes,LC,False,0.5
Streptoprocne biscutata,Caprimulgiformes,LC,False,0.5
Streptoprocne semicollaris,Caprimulgiformes,LC,False,0.5
Hydrochous gigas,Caprimulgiformes,NT,False,1.0
Collocalia affinis,Caprimulgiformes,,False,0.25
Collocalia marginata,Caprimulgiformes,,False,0.25
Collocalia isonota,Caprimulgiformes,,False,0.25
Collocalia sumbawae,Caprimulgiformes,,False,0.25
Collocalia neglecta,Caprimulgiformes,,False,0.25
Collocalia esculenta,Caprimulgiformes,LC,False,0.5
Collocalia uropygialis,Caprimulgiformes,,False,0.25
Collocalia dodgei,Caprimulgiformes,,False,0.25
Collocalia linchi,Caprimulgiformes,LC,False,0.5
Collocalia natalis,Caprimulgiformes,,False,0.25
Collocalia troglodytes,Caprimulgiformes,LC,False,0.5
Aerodramus elaphrus,Caprimulgiformes,VU,False,1.5
Aerodramus francicus,Caprimulgiformes,NT,False,1.0
Aerodramus unicolor,Caprimulgiformes,LC,False,0.5
Aerodramus mearnsi,Caprimulgiformes,LC,False,0.5
Aerodramus infuscatus,Caprimulgiformes,LC,False,0.5
Aerodramus hirundinaceus,Caprimulgiformes,LC,False,0.5
Aerodramus spodiopygius,Caprimulgiformes,LC,False,0.5
Aerodramus terraereginae,Caprimulgiformes,LC,False,0.5
Aerodramus brevirostris,Caprimulgiformes,LC,False,0.5
Aerodramus vulcanorum,Caprimulgiformes,LC,False,0.5
Aerodramus whiteheadi,Caprimulgiformes,DD,False,0.25
Aerodramus nuditarsus,Caprimulgiformes,LC,False,0.5
Aerodramus orientalis,Caprimulgiformes,DD,False,0.25
Aerodramus salangana,Caprimulgiformes,LC,False,0.5
Aerodramus vanikorensis,Caprimulgiformes,LC,False,0.5
Aerodramus amelis,Caprimulgiformes,,False,0.25
Aerodramus pelewensis,Caprimulgiformes,LC,False,0.5
Aerodramus bartschi,Caprimulgiformes,VU,False,1.5
Aerodramus inquietus,Caprimulgiformes,LC,False,0.5
Aerodramus leucophaeus,Caprimulgiformes,LC,False,0.5
Aerodramus sawtelli,Caprimulgiformes,VU,False,1.5
Aerodramus ocistus,Caprimulgiformes,,False,0.25
Aerodramus maximus,Caprimulgiformes,LC,False,0.5
Aerodramus fuciphagus,Caprimulgiformes,LC,False,0.5
Aerodramus papuensis,Caprimulgiformes,DD,False,0.25
Schoutedenapus myoptilus,Caprimulgiformes,LC,False,0.5
Mearnsia picina,Caprimulgiformes,NT,False,1.0
Mearnsia novaeguineae,Caprimulgiformes,LC,False,0.5
Zoonavena grandidieri,Caprimulgiformes,LC,False,0.5
Zoonavena thomensis,Caprimulgiformes,LC,False,0.5
Zoonavena sylvatica,Caprimulgiformes,LC,False,0.5
Telacanthura ussheri,Caprimulgiformes,LC,False,0.5
Telacanthura melanopygia,Caprimulgiformes,LC,False,0.5
Rhaphidura leucopygialis,Caprimulgiformes,LC,False,0.5
Rhaphidura sabini,Caprimulgiformes,LC,False,0.5
Neafrapus cassini,Caprimulgiformes,LC,False,0.5
Neafrapus boehmi,Caprimulgiformes,LC,False,0.5
Hirundapus caudacutus,Caprimulgiformes,LC,True,2.0
Hirundapus cochinchinensis,Caprimulgiformes,LC,True,2.0
Hirundapus giganteus,Caprimulgiformes,LC,False,0.5
Hirundapus celebensis,Caprimulgiformes,LC,False,0.5
Chaetura cinereiventris,Caprimulgiformes,LC,False,0.5
Chaetura spinicaudus,Caprimulgiformes,LC,False,0.5
Chaetura martinica,Caprimulgiformes,LC,False,0.5
Chaetura fumosa,Caprimulgiformes,LC,False,0.5
Chaetura egregia,Caprimulgiformes,LC,False,0.5
Chaetura pelagica,Caprimulgiformes,VU,True,6.0
Chaetura vauxi,Caprimulgiformes,LC,True,2.0
Chaetura chapmani,Caprimulgiformes,LC,True,2.0
Chaetura andrei,Caprimulgiformes,VU,False,1.5
Chaetura meridionalis,Caprimulgiformes,LC,True,2.0
Chaetura brachyura,Caprimulgiformes,LC,False,0.5
Aeronautes saxatalis,Caprimulgiformes,LC,True,2.0
Aeronautes montivagus,Caprimulgiformes,LC,False,0.5
Aeronautes andecolus,Caprimulgiformes,LC,False,0.5
Tachornis phoenicobia,Caprimulgiformes,LC,False,0.5
Tachornis furcata,Caprimulgiformes,LC,False,0.5
Tachornis squamata,Caprimulgiformes,LC,False,0.5
Panyptila sanctihieronymi,Caprimulgiformes,LC,False,0.5
Panyptila cayennensis,Caprimulgiformes,LC,False,0.5
Cypsiurus parvus,Caprimulgiformes,LC,False,0.5
Cypsiurus gracilis,Caprimulgiformes,LC,False,0.5
Cypsiurus balasiensis,Caprimulgiformes,LC,False,0.5
Tachymarptis melba,Caprimulgiformes,LC,True,2.0
Tachymarptis aequatorialis,Caprimulgiformes,LC,True,2.0
Apus alexandri,Caprimulgiformes,LC,False,0.5
Apus apus,Caprimulgiformes,LC,True,2.0
Apus unicolor,Caprimulgiformes,LC,False,0.5
Apus niansae,Caprimulgiformes,LC,False,0.5
Apus pallidus,Caprimulgiformes,LC,True,2.0
Apus barbatus,Caprimulgiformes,LC,True,2.0
Apus balstoni,Caprimulgiformes,LC,False,0.5
Apus sladeniae,Caprimulgiformes,DD,True,1.0
Apus berliozi,Caprimulgiformes,LC,False,0.5
Apus bradfieldi,Caprimulgiformes,LC,False,0.5
Apus pacificus,Caprimulgiformes,LC,True,2.0
Apus salimalii,Caprimulgiformes,,False,0.25
Apus leuconyx,Caprimulgiformes,,True,1.0
Apus cooki,Caprimulgiformes,,False,0.25
Apus acuticauda,Caprimulgiformes,NT,False,1.0
Apus affinis,Caprimulgiformes,LC,True,2.0
Apus nipalensis,Caprimulgiformes,LC,False,0.5
Apus horus,Caprimulgiformes,LC,False,0.5
Apus caffer,Caprimulgiformes,LC,True,2.0
Apus batesi,Caprimulgiformes,LC,False,0.5
Topaza pella,Caprimulgiformes,LC,False,0.5
Topaza pyra,Caprimulgiformes,LC,False,0.5
Florisuga mellivora,Caprimulgiformes,LC,False,0.5
Florisuga fusca,Caprimulgiformes,LC,True,2.0
Eutoxeres aquila,Caprimulgiformes,LC,False,0.5
Eutoxeres condamini,Caprimulgiformes,LC,False,0.5
Ramphodon naevius,Caprimulgiformes,LC,False,0.5
Glaucis dohrnii,Caprimulgiformes,VU,False,1.5
Glaucis aeneus,Caprimulgiformes,LC,False,0.5
Glaucis hirsutus,Caprimulgiformes,LC,False,0.5
Threnetes ruckeri,Caprimulgiformes,LC,False,0.5
Threnetes leucurus,Caprimulgiformes,LC,False,0.5
Threnetes niger,Caprimulgiformes,LC,False,0.5
Anopetia gounellei,Caprimulgiformes,LC,False,0.5
Phaethornis squalidus,Caprimulgiformes,LC,False,0.5
Phaethornis rupurumii,Caprimulgiformes,LC,False,0.5
Phaethornis longuemareus,Caprimulgiformes,LC,False,0.5
Phaethornis aethopygus,Caprimulgiformes,VU,False,1.5
Phaethornis idaliae,Caprimulgiformes,LC,False,0.5
Phaethornis nattereri,Caprimulgiformes,LC,False,0.5
Phaethornis atrimentalis,Caprimulgiformes,LC,False,0.5
Phaethornis striigularis,Caprimulgiformes,LC,False,0.5
Phaethornis griseogularis,Caprimulgiformes,LC,False,0.5
Phaethornis porcullae,Caprimulgiformes,LC,False,0.5
Phaethornis ruber,Caprimulgiformes,LC,False,0.5
Phaethornis stuarti,Caprimulgiformes,LC,False,0.5
Phaethornis subochraceus,Caprimulgiformes,LC,False,0.5
Phaethornis augusti,Caprimulgiformes,LC,False,0.5
Phaethornis pretrei,Caprimulgiformes,LC,False,0.5
Phaethornis eurynome,Caprimulgiformes,LC,False,0.5
Phaethornis anthophilus,Caprimulgiformes,LC,False,0.5
Phaethornis hispidus,Caprimulgiformes,LC,False,0.5
Phaethornis yaruqui,Caprimulgiformes,LC,False,0.5
Phaethornis guy,Caprimulgiformes,LC,False,0.5
Phaethornis syrmatophorus,Caprimulgiformes,LC,False,0.5
Phaethornis koepckeae,Caprimulgiformes,LC,False,0.5
Phaethornis philippii,Caprimulgiformes,LC,False,0.5
Phaethornis bourcieri,Caprimulgiformes,LC,False,0.5
Phaethornis major,Caprimulgiformes,LC,False,0.5
Phaethornis mexicanus,Caprimulgiformes,LC,False,0.5
Phaethornis longirostris,Caprimulgiformes,LC,False,0.5
Phaethornis baroni,Caprimulgiformes,LC,False,0.5
Phaethornis superciliosus,Caprimulgiformes,LC,False,0.5
Phaethornis malaris,Caprimulgiformes,LC,False,0.5
Doryfera ludovicae,Caprimulgiformes,LC,False,0.5
Doryfera johannae,Caprimulgiformes,LC,False,0.5
Schistes albogularis,Caprimulgiformes,LC,False,0.5
Schistes geoffroyi,Caprimulgiformes,LC,False,0.5
Augastes scutatus,Caprimulgiformes,LC,False,0.5
Augastes lumachella,Caprimulgiformes,NT,False,1.0
Colibri delphinae,Caprimulgiformes,LC,False,0.5
Colibri thalassinus,Caprimulgiformes,LC,False,0.5
Colibri cyanotus,Caprimulgiformes,,False,0.25
Colibri coruscans,Caprimulgiformes,LC,False,0.5
Colibri serrirostris,Caprimulgiformes,LC,True,2.0
Androdon aequatorialis,Caprimulgiformes,LC,False,0.5
Heliactin bilophus,Caprimulgiformes,LC,True,2.0
Heliothryx barroti,Caprimulgiformes,LC,False,0.5
Heliothryx auritus,Caprimulgiformes,LC,False,0.5
Polytmus guainumbi,Caprimulgiformes,LC,False,0.5
Polytmus milleri,Caprimulgiformes,LC,False,0.5
Polytmus theresiae,Caprimulgiformes,LC,False,0.5
Avocettula recurvirostris,Caprimulgiformes,LC,False,0.5
Chrysolampis mosquitus,Caprimulgiformes,LC,True,2.0
Anthracothorax mango,Caprimulgiformes,LC,False,0.5
Anthracothorax viridigula,Caprimulgiformes,LC,False,0.5
Anthracothorax prevostii,Caprimulgiformes,LC,True,2.0
Anthracothorax veraguensis,Caprimulgiformes,LC,False,0.5
Anthracothorax nigricollis,Caprimulgiformes,LC,True,2.0
Anthracothorax dominicus,Caprimulgiformes,LC,False,0.5
Anthracothorax aurulentus,Caprimulgiformes,LC,False,0.5
Anthracothorax viridis,Caprimulgiformes,LC,False,0.5
Eulampis holosericeus,Caprimulgiformes,LC,False,0.5
Eulampis jugularis,Caprimulgiformes,LC,False,0.5
Heliangelus mavors,Caprimulgiformes,LC,False,0.5
Heliangelus amethysticollis,Caprimulgiformes,LC,False,0.5
Heliangelus clarisse,Caprimulgiformes,LC,False,0.5
Heliangelus spencei,Caprimulgiformes,LC,False,0.5
Heliangelus strophianus,Caprimulgiformes,LC,False,0.5
Heliangelus exortis,Caprimulgiformes,LC,False,0.5
Heliangelus micraster,Caprimulgiformes,LC,False,0.5
Heliangelus viola,Caprimulgiformes,LC,False,0.5
Heliangelus regalis,Caprimulgiformes,NT,False,1.0
Sephanoides sephaniodes,Caprimulgiformes,LC,True,2.0
Sephanoides fernandensis,Caprimulgiformes,CR,False,2.5
Discosura conversii,Caprimulgiformes,LC,False,0.5
Discosura popelairii,Caprimulgiformes,LC,False,0.5
Discosura langsdorffi,Caprimulgiformes,LC,False,0.5
Discosura letitiae,Caprimulgiformes,DD,False,0.25
Discosura longicaudus,Caprimulgiformes,LC,False,0.5
Lophornis ornatus,Caprimulgiformes,LC,False,0.5
Lophornis gouldii,Caprimulgiformes,NT,False,1.0
Lophornis magnificus,Caprimulgiformes,LC,False,0.5
Lophornis brachylophus,Caprimulgiformes,CR,False,2.5
Lophornis delattrei,Caprimulgiformes,LC,False,0.5
Lophornis stictolophus,Caprimulgiformes,LC,False,0.5
Lophornis chalybeus,Caprimulgiformes,LC,False,0.5
Lophornis verreauxii,Caprimulgiformes,LC,False,0.5
Lophornis pavoninus,Caprimulgiformes,LC,True,2.0
Lophornis helenae,Caprimulgiformes,LC,False,0.5
Lophornis adorabilis,Caprimulgiformes,LC,False,0.5
Phlogophilus hemileucurus,Caprimulgiformes,LC,False,0.5
Phlogophilus harterti,Caprimulgiformes,LC,False,0.5
Adelomyia melanogenys,Caprimulgiformes,LC,False,0.5
Aglaiocercus kingii,Caprimulgiformes,LC,False,0.5
Aglaiocercus coelestis,Caprimulgiformes,LC,False,0.5
Aglaiocercus berlepschi,Caprimulgiformes,VU,False,1.5
Sappho sparganurus,Caprimulgiformes,LC,False,0.5
Polyonymus caroli,Caprimulgiformes,LC,False,0.5
Taphrolesbia griseiventris,Caprimulgiformes,EN,False,2.0
Oreotrochilus estella,Caprimulgiformes,LC,False,0.5
Oreotrochilus leucopleurus,Caprimulgiformes,LC,False,0.5
Oreotrochilus chimborazo,Caprimulgiformes,LC,False,0.5
Oreotrochilus cyanolaemus,Caprimulgiformes,CR,False,2.5
Oreotrochilus stolzmanni,Caprimulgiformes,LC,False,0.5
Oreotrochilus melanogaster,Caprimulgiformes,LC,False,0.5
Oreotrochilus adela,Caprimulgiformes,LC,False,0.5
Opisthoprora euryptera,Caprimulgiformes,LC,False,0.5
Lesbia victoriae,Caprimulgiformes,LC,False,0.5
Lesbia nuna,Caprimulgiformes,LC,False,0.5
Ramphomicron dorsale,Caprimulgiformes,NT,False,1.0
Ramphomicron microrhynchum,Caprimulgiformes,LC,False,0.5
Oreonympha nobilis,Caprimulgiformes,LC,False,0.5
Oreonympha albolimbata,Caprimulgiformes,LC,False,0.5
Oxypogon stuebelii,Caprimulgiformes,VU,False,1.5
Oxypogon cyanolaemus,Caprimulgiformes,EN,False,2.0
Oxypogon lindenii,Caprimulgiformes,LC,False,0.5
Oxypogon guerinii,Caprimulgiformes,LC,False,0.5
Chalcostigma heteropogon,Caprimulgiformes,LC,False,0.5
Chalcostigma herrani,Caprimulgiformes,LC,False,0.5
Chalcostigma ruficeps,Caprimulgiformes,LC,False,0.5
Chalcostigma olivaceum,Caprimulgiformes,LC,False,0.5
